115,thought,VVD ,1000+,,,,,,,,,,,,,,,
116,friend,NN ,1000+,,,,,,,,,,,,,,,
117,learn,VV ,1000+,,,,,,,,,,,,,,,
118,play,NN ,1000+,,,,,,,,,,,,,,,
119,used,VVN ,1000+,,,,,,,,,,,,,,,
120,young,JJ ,1000+,,,,,,,,,,,,,,,
121,japan,NN ,1000+,,,,,,,,,,,,,,,
122,student,NN ,1000+,,,,,,,,,,,,,,,
123,ask,VV ,1000+,,,,,,,,,,,,,,,
124,us,PP ,1000+,,,,,,,,,,,,,,,
125,problem,NN ,1000+,,,,,,,,,,,,,,,
126,school,NN ,1000+,,,,,,,,,,,,,,,
127,woman,NN ,1000+,,,,,,,,,,,,,,,
128,thing,NN ,1000+,,,,,,,,,,,,,,,
129,may,MD ,1000+,,,,,,,,,,,,,,,
130,mean,VV ,1000+,,,,,,,,,,,,,,,
131,however,RB ,1000+,,,,,,,,,,,,,,,
132,different,JJ ,1000+,,,,,,,,,,,,,,,
133,while,NN ,1000+,,,,,,,,,,,,,,,
134,also,RB ,1000+,,,,,,,,,,,,,,,
135,even,RB ,1000+,,,,,,,,,,,,,,,
136,try,VV ,1000+,,,,,,,,,,,,,,,
137,before,RB ,1000+,,,,,,,,,,,,,,,
138,high,JJ ,1000+,,,,,,,,,,,,,,,
139,study,NN ,1000+,,,,,,,,,,,,,,,
140,Japanese,JJ ,1000+,,,,,,,,,,,,,,,
141,late,RB ,1000+,,,,,,,,,,,,,,,
142,live,JJ ,1000+,,,,,,,,,,,,,,,
143,home,NN ,1000+,,,,,,,,,,,,,,,
144,such,JJ ,500+,,,,,,,,,,,,,,,
145,family,NN ,500+,,,,,,,,,,,,,,,
146,into,IN ,500+,,,,,,,,,,,,,,,
147,last,JJ ,500+,,,,,,,,,,,,,,,
148,over,RB ,500+,,,,,,,,,,,,,,,
149,buy,VV ,500+,,,,,,,,,,,,,,,
150,number,NN ,500+,,,,,,,,,,,,,,,
151,find,VV ,500+,,,,,,,,,,,,,,,
152,place,NN ,500+,,,,,,,,,,,,,,,
153,three,CD ,500+,,,,,,,,,,,,,,,
154,call,NN ,500+,,,,,,,,,,,,,,,
155,house,NN ,500+,,,,,,,,,,,,,,,
156,its,PP$ ,500+,,,,,,,,,,,,,,,
157,talk,NN ,500+,,,,,,,,,,,,,,,
158,start,NN ,500+,,,,,,,,,,,,,,,
159,great,JJ ,500+,,,,,,,,,,,,,,,
160,next,JJ ,500+,,,,,,,,,,,,,,,
161,same,JJ ,500+,,,,,,,,,,,,,,,
162,car,NN ,500+,,,,,,,,,,,,,,,
163,each,DT ,500+,,,,,,,,,,,,,,,
164,here,RB ,500+,,,,,,,,,,,,,,,
165,life,NN ,500+,,,,,,,,,,,,,,,
166,spend,VV ,500+,,,,,,,,,,,,,,,
167,found,VVD ,500+,,,,,,,,,,,,,,,
168,any,RB ,500+,,,,,,,,,,,,,,,
169,put,VVD ,500+,,,,,,,,,,,,,,,
170,another,DT ,500+,,,,,,,,,,,,,,,
171,down,RB ,500+,,,,,,,,,,,,,,,
172,eat,VV ,500+,,,,,,,,,,,,,,,
173,let,VV ,500+,,,,,,,,,,,,,,,
174,food,NN ,500+,,,,,,,,,,,,,,,
175,mr,NN ,500+,,,,,,,,,,,,,,,
176,back,RB ,500+,,,,,,,,,,,,,,,
177,little,RB ,500+,,,,,,,,,,,,,,,
178,still,RB ,500+,,,,,,,,,,,,,,,
179,better,JJR ,500+,,,,,,,,,,,,,,,
180,group,NN ,500+,,,,,,,,,,,,,,,
181,always,RB ,500+,,,,,,,,,,,,,,,
182,seem,VVP ,500+,,,,,,,,,,,,,,,
183,important,JJ ,500+,,,,,,,,,,,,,,,
184,lot,NN ,500+,,,,,,,,,,,,,,,
185,teacher,NN ,500+,,,,,,,,,,,,,,,
186,hear,VV ,500+,,,,,,,,,,,,,,,
187,increase,NN ,500+,,,,,,,,,,,,,,,
188,must,MD ,500+,,,,,,,,,,,,,,,
189,never,RB ,500+,,,,,,,,,,,,,,,
190,keep,VV ,500+,,,,,,,,,,,,,,,
191,pay,VV ,500+,,,,,,,,,,,,,,,
192,world,NN ,500+,,,,,,,,,,,,,,,
193,music,NN ,500+,,,,,,,,,,,,,,,
194,word,NN ,500+,,,,,,,,,,,,,,,
195,part,NN ,500+,,,,,,,,,,,,,,,
196,something,NN ,500+,,,,,,,,,,,,,,,
197,city,NN ,500+,,,,,,,,,,,,,,,
198,money,NN ,500+,,,,,,,,,,,,,,,
199,wait,VV ,500+,,,,,,,,,,,,,,,
200,watch,NN ,500+,,,,,,,,,,,,,,,
201,boy,UH ,500+,,,,,,,,,,,,,,,
202,picture,NN ,500+,,,,,,,,,,,,,,,
203,parent,NN ,500+,,,,,,,,,,,,,,,
204,turn,NN ,500+,,,,,,,,,,,,,,,
205,example,NN ,500+,,,,,,,,,,,,,,,
206,few,JJ ,500+,,,,,,,,,,,,,,,
207,hand,NN ,500+,,,,,,,,,,,,,,,
208,sure,JJ ,500+,,,,,,,,,,,,,,,
209,thank,VV ,500+,,,,,,,,,,,,,,,
210,being,VBG ,500+,,,,,,,,,,,,,,,
211,enjoy,VV ,500+,,,,,,,,,,,,,,,
212,small,JJ ,500+,,,,,,,,,,,,,,,
213,around,RB ,500+,,,,,,,,,,,,,,,
214,sit,VV ,500+,,,,,,,,,,,,,,,
215,idea,NN ,500+,,,,,,,,,,,,,,,
216,might,MD ,500+,,,,,,,,,,,,,,,
217,mother,NN ,500+,,,,,,,,,,,,,,,
218,often,RB ,500+,,,,,,,,,,,,,,,
219,ok,VV ,500+,,,,,,,,,,,,,,,
220,today,NN ,500+,,,,,,,,,,,,,,,
221,understand,VV ,500+,,,,,,,,,,,,,,,
222,through,RB ,500+,,,,,,,,,,,,,,,
223,kind,NN ,500+,,,,,,,,,,,,,,,
224,large,JJ ,500+,,,,,,,,,,,,,,,
225,read,VVD ,500+,,,,,,,,,,,,,,,
226,job,NN ,500+,,,,,,,,,,,,,,,
227,away,RB ,500+,,,,,,,,,,,,,,,
228,four,CD ,500+,,,,,,,,,,,,,,,
229,hour,NN ,500+,,,,,,,,,,,,,,,
230,begin,VV ,500+,,,,,,,,,,,,,,,
231,book,NN ,500+,,,,,,,,,,,,,,,
232,class,NN ,500+,,,,,,,,,,,,,,,
233,room,NN ,500+,,,,,,,,,,,,,,,
234,writer,NN ,500+,,,,,,,,,,,,,,,
235,accord,NN ,500+,,,,,,,,,,,,,,,
236,since,RB ,500+,,,,,,,,,,,,,,,
237,person,NN ,500+,,,,,,,,,,,,,,,
238,both,DT ,500+,,,,,,,,,,,,,,,
239,lose,VV ,500+,,,,,,,,,,,,,,,
240,meet,VV ,500+,,,,,,,,,,,,,,,
241,less,JJR ,500+,,,,,,,,,,,,,,,
242,during,IN ,500+,,,,,,,,,,,,,,,
243,stop,VV ,500+,,,,,,,,,,,,,,,
244,type,NN ,500+,,,,,,,,,,,,,,,
245,off,RB ,500+,,,,,,,,,,,,,,,
246,week,NN ,500+,,,,,,,,,,,,,,,
247,experience,NN ,500+,,,,,,,,,,,,,,,
248,best,RBS ,500+,,,,,,,,,,,,,,,
249,decide,VV ,500+,,,,,,,,,,,,,,,
250,happen,VV ,500+,,,,,,,,,,,,,,,
251,write,VV ,500+,,,,,,,,,,,,,,,
252,train,NN ,500+,,,,,,,,,,,,,,,
253,every,DT ,500+,,,,,,,,,,,,,,,
254,state,NN ,500+,,,,,,,,,,,,,,,
255,walk,NN ,500+,,,,,,,,,,,,,,,
256,care,NN ,500+,,,,,,,,,,,,,,,
257,human,JJ ,500+,,,,,,,,,,,,,,,
258,order,NN ,500+,,,,,,,,,,,,,,,
259,age,NN ,500+,,,,,,,,,,,,,,,
260,bad,JJ ,500+,,,,,,,,,,,,,,,
261,own,JJ ,500+,,,,,,,,,,,,,,,
262,activity,NN ,500+,,,,,,,,,,,,,,,
263,again,RB ,500+,,,,,,,,,,,,,,,
264,American,NP ,500+,,,,,,,,,,,,,,,
265,course,NN ,500+,,,,,,,,,,,,,,,
266,plan,NN ,500+,,,,,,,,,,,,,,,
267,end,NN ,500+,,,,,,,,,,,,,,,
268,fish,NN ,500+,,,,,,,,,,,,,,,
269,night,NN ,500+,,,,,,,,,,,,,,,
270,without,IN ,500+,,,,,,,,,,,,,,,
271,author,NN ,500+,,,,,,,,,,,,,,,
272,computer,NN ,500+,,,,,,,,,,,,,,,
273,english,JJ ,500+,,,,,,,,,,,,,,,
274,difficult,JJ ,500+,,,,,,,,,,,,,,,
275,five,CD ,500+,,,,,,,,,,,,,,,
276,mrs,NNS ,500+,,,,,,,,,,,,,,,
277,sorry,RB ,500+,,,,,,,,,,,,,,,
278,stay,VV ,500+,,,,,,,,,,,,,,,
279,enough,RB ,500+,,,,,,,,,,,,,,,
280,game,NN ,500+,,,,,,,,,,,,,,,
281,language,NN ,500+,,,,,,,,,,,,,,,
282,TV,NN ,500+,,,,,,,,,,,,,,,
283,able,JJ ,100+,,,,,,,,,,,,,,,
284,early,RB ,100+,,,,,,,,,,,,,,,
285,move,NN ,100+,,,,,,,,,,,,,,,
286,hard,RB ,100+,,,,,,,,,,,,,,,
287,point,NN ,100+,,,,,,,,,,,,,,,
288,between,RB ,100+,,,,,,,,,,,,,,,
289,store,NN ,100+,,,,,,,,,,,,,,,
290,ah,NN ,100+,,,,,,,,,,,,,,,
291,living,NN ,100+,,,,,,,,,,,,,,,
292,movie,NN ,100+,,,,,,,,,,,,,,,
293,please,UH ,100+,,,,,,,,,,,,,,,
294,question,NN ,100+,,,,,,,,,,,,,,,
295,sleep,NN ,100+,,,,,,,,,,,,,,,
296,name,NN ,100+,,,,,,,,,,,,,,,
297,true,#N/A,100+,,,,,,,,,,,,,,,
298,far,RB ,100+,,,,,,,,,,,,,,,
299,line,NN ,100+,,,,,,,,,,,,,,,
300,reason,NN ,100+,,,,,,,,,,,,,,,
301,remember,VV ,100+,,,,,,,,,,,,,,,
302,someone,NN ,100+,,,,,,,,,,,,,,,
303,visit,NN ,100+,,,,,,,,,,,,,,,
304,believe,VVP ,100+,,,,,,,,,,,,,,,
305,happy,JJ ,100+,,,,,,,,,,,,,,,
306,table,NN ,100+,,,,,,,,,,,,,,,
307,though,RB ,100+,,,,,,,,,,,,,,,
308,paragraph,NN ,100+,,,,,,,,,,,,,,,
309,soon,RB ,100+,,,,,,,,,,,,,,,
310,story,NN ,100+,,,,,,,,,,,,,,,
311,until,IN ,100+,,,,,,,,,,,,,,,
312,mind,NN ,100+,,,,,,,,,,,,,,,
313,bring,VV ,100+,,,,,,,,,,,,,,,
314,hold,VV ,100+,,,,,,,,,,,,,,,
315,result,NN ,100+,,,,,,,,,,,,,,,
316,expect,VVP ,100+,,,,,,,,,,,,,,,
317,sister,NN ,100+,,,,,,,,,,,,,,,
318,clothe,VV ,100+,,,,,,,,,,,,,,,
319,animal,NN ,100+,,,,,,,,,,,,,,,
320,area,NN ,100+,,,,,,,,,,,,,,,
321,easy,JJ ,100+,,,,,,,,,,,,,,,
322,fact,NN ,100+,,,,,,,,,,,,,,,
323,father,NN ,100+,,,,,,,,,,,,,,,
324,following,VVG ,100+,,,,,,,,,,,,,,,
325,listen,VV ,100+,,,,,,,,,,,,,,,
326,open,JJ ,100+,,,,,,,,,,,,,,,
327,almost,RB ,100+,,,,,,,,,,,,,,,
328,although,IN ,100+,,,,,,,,,,,,,,,
329,finish,NN ,100+,,,,,,,,,,,,,,,
330,information,NN ,100+,,,,,,,,,,,,,,,
331,choose,VV ,100+,,,,,,,,,,,,,,,
332,face,NN ,100+,,,,,,,,,,,,,,,
333,front,NN ,100+,,,,,,,,,,,,,,,
334,girl,NN ,100+,,,,,,,,,,,,,,,
335,trip,NN ,100+,,,,,,,,,,,,,,,
336,doctor,NN ,100+,,,,,,,,,,,,,,,
337,fly,VV ,100+,,,,,,,,,,,,,,,
338,water,NN ,100+,,,,,,,,,,,,,,,
339,big,JJ ,100+,,,,,,,,,,,,,,,
340,morning,NN ,100+,,,,,,,,,,,,,,,
341,second,JJ ,100+,,,,,,,,,,,,,,,
342,sometimes,RB ,100+,,,,,,,,,,,,,,,
343,stand,NN ,100+,,,,,,,,,,,,,,,
344,close,NN ,100+,,,,,,,,,,,,,,,
345,grow,VV ,100+,,,,,,,,,,,,,,,
346,john,NN ,100+,,,,,,,,,,,,,,,
347,minute,NN ,100+,,,,,,,,,,,,,,,
348,travel,NN ,100+,,,,,,,,,,,,,,,
349,worry,NN ,100+,,,,,,,,,,,,,,,
350,answer,NN ,100+,,,,,,,,,,,,,,,
351,develop,VV ,100+,,,,,,,,,,,,,,,
352,dr,NN ,100+,,,,,,,,,,,,,,,
353,park,NN ,100+,,,,,,,,,,,,,,,
354,side,NN ,100+,,,,,,,,,,,,,,,
355,society,NN ,100+,,,,,,,,,,,,,,,
356,health,NN ,100+,,,,,,,,,,,,,,,
357,realize,VV ,100+,,,,,,,,,,,,,,,
358,light,NN ,100+,,,,,,,,,,,,,,,
359,love,NN ,100+,,,,,,,,,,,,,,,
360,speak,VV ,100+,,,,,,,,,,,,,,,
361,amount,NN ,100+,,,,,,,,,,,,,,,
362,sound,NN ,100+,,,,,,,,,,,,,,,
363,together,RB ,100+,,,,,,,,,,,,,,,
364,university,NN ,100+,,,,,,,,,,,,,,,
365,view,NN ,100+,,,,,,,,,,,,,,,
366,catch,VV ,100+,,,,,,,,,,,,,,,
367,dance,NN ,100+,,,,,,,,,,,,,,,
368,explain,VV ,100+,,,,,,,,,,,,,,,
369,past,JJ ,100+,,,,,,,,,,,,,,,
370,phone,NN ,100+,,,,,,,,,,,,,,,
371,rather,RB ,100+,,,,,,,,,,,,,,,
372,wear,NN ,100+,,,,,,,,,,,,,,,
373,already,RB ,100+,,,,,,,,,,,,,,,
374,bus,NN ,100+,,,,,,,,,,,,,,,
375,everyone,NN ,100+,,,,,,,,,,,,,,,
376,percentage,NN ,100+,,,,,,,,,,,,,,,
377,program,NN ,100+,,,,,,,,,,,,,,,
378,send,VV ,100+,,,,,,,,,,,,,,,
379,tom,NN ,100+,,,,,,,,,,,,,,,
380,tree,NN ,100+,,,,,,,,,,,,,,,
381,create,VV ,100+,,,,,,,,,,,,,,,
382,dog,NN ,100+,,,,,,,,,,,,,,,
383,near,JJ ,100+,,,,,,,,,,,,,,,
384,receive,VV ,100+,,,,,,,,,,,,,,,
385,set,VVN ,100+,,,,,,,,,,,,,,,
386,hope,NN ,100+,,,,,,,,,,,,,,,
387,probably,RB ,100+,,,,,,,,,,,,,,,
388,win,VV ,100+,,,,,,,,,,,,,,,
389,arrive,VV ,100+,,,,,,,,,,,,,,,
390,cause,NN ,100+,,,,,,,,,,,,,,,
391,drive,NN ,100+,,,,,,,,,,,,,,,
392,main,JJ ,100+,,,,,,,,,,,,,,,
393,meeting,NN ,100+,,,,,,,,,,,,,,,
394,quite,RB ,100+,,,,,,,,,,,,,,,
395,toward,IN ,100+,,,,,,,,,,,,,,,
396,wrong,JJ ,100+,,,,,,,,,,,,,,,
397,actually,RB ,100+,,,,,,,,,,,,,,,
398,continue,VV ,100+,,,,,,,,,,,,,,,
399,improve,VV ,100+,,,,,,,,,,,,,,,
400,produce,VV ,100+,,,,,,,,,,,,,,,
401,run,NN ,100+,,,,,,,,,,,,,,,
402,ever,RB ,100+,,,,,,,,,,,,,,,
403,forget,VV ,100+,,,,,,,,,,,,,,,
404,half,NN ,100+,,,,,,,,,,,,,,,
405,possible,JJ ,100+,,,,,,,,,,,,,,,
406,reach,VV ,100+,,,,,,,,,,,,,,,
407,special,JJ ,100+,,,,,,,,,,,,,,,
408,top,JJ ,100+,,,,,,,,,,,,,,,
409,weather,NN ,100+,,,,,,,,,,,,,,,
410,yet,RB ,100+,,,,,,,,,,,,,,,
411,building,NN ,100+,,,,,,,,,,,,,,,
412,culture,NN ,100+,,,,,,,,,,,,,,,
413,modern,JJ ,100+,,,,,,,,,,,,,,,
414,shop,NN ,100+,,,,,,,,,,,,,,,
415,station,NN ,100+,,,,,,,,,,,,,,,
416,usually,RB ,100+,,,,,,,,,,,,,,,
417,anything,NN ,100+,,,,,,,,,,,,,,,
418,consider,VV ,100+,,,,,,,,,,,,,,,
419,future,NN ,100+,,,,,,,,,,,,,,,
420,lead,NN ,100+,,,,,,,,,,,,,,,
421,noise,NN ,100+,,,,,,,,,,,,,,,
422,percent,NN ,100+,,,,,,,,,,,,,,,
423,report,NN ,100+,,,,,,,,,,,,,,,
424,tomorrow,NN ,100+,,,,,,,,,,,,,,,
425,break,NN ,100+,,,,,,,,,,,,,,,
426,center,NN ,100+,,,,,,,,,,,,,,,
427,member,NN ,100+,,,,,,,,,,,,,,,
428,provide,VV ,100+,,,,,,,,,,,,,,,
429,researcher,NN ,100+,,,,,,,,,,,,,,,
430,ten,CD ,100+,,,,,,,,,,,,,,,
431,whether,IN ,100+,,,,,,,,,,,,,,,
432,adult,NN ,100+,,,,,,,,,,,,,,,
433,cat,NN ,100+,,,,,,,,,,,,,,,
434,head,NN ,100+,,,,,,,,,,,,,,,
435,party,NN ,100+,,,,,,,,,,,,,,,
436,suggest,VVP ,100+,,,,,,,,,,,,,,,
437,chance,NN ,100+,,,,,,,,,,,,,,,
438,climb,NN ,100+,,,,,,,,,,,,,,,
439,cost,NN ,100+,,,,,,,,,,,,,,,
440,miss,VV ,100+,,,,,,,,,,,,,,,
441,situation,NN ,100+,,,,,,,,,,,,,,,
442,son,NN ,100+,,,,,,,,,,,,,,,
443,likely,JJ ,100+,,,,,,,,,,,,,,,
444,month,NN ,100+,,,,,,,,,,,,,,,
445,television,NN ,100+,,,,,,,,,,,,,,,
446,agree,VVP ,100+,,,,,,,,,,,,,,,
447,among,IN ,100+,,,,,,,,,,,,,,,
448,case,NN ,100+,,,,,,,,,,,,,,,
449,difference,NN ,100+,,,,,,,,,,,,,,,
450,lunch,NN ,100+,,,,,,,,,,,,,,,
451,offer,NN ,100+,,,,,,,,,,,,,,,
452,wonder,NN ,100+,,,,,,,,,,,,,,,
453,air,NN ,100+,,,,,,,,,,,,,,,
454,coffee,NN ,100+,,,,,,,,,,,,,,,
455,color,NN ,100+,,,,,,,,,,,,,,,
456,door,NN ,100+,,,,,,,,,,,,,,,
457,drink,NN ,100+,,,,,,,,,,,,,,,
458,feeling,NN ,100+,,,,,,,,,,,,,,,
459,period,NN ,100+,,,,,,,,,,,,,,,
460,seat,NN ,100+,,,,,,,,,,,,,,,
461,yeah,RB ,100+,,,,,,,,,,,,,,,
462,attention,NN ,100+,,,,,,,,,,,,,,,
463,brother,NN ,100+,,,,,,,,,,,,,,,
464,flight,NN ,100+,,,,,,,,,,,,,,,
465,letter,NN ,100+,,,,,,,,,,,,,,,
466,population,NN ,100+,,,,,,,,,,,,,,,
467,sense,NN ,100+,,,,,,,,,,,,,,,
468,several,JJ ,100+,,,,,,,,,,,,,,,
469,social,JJ ,100+,,,,,,,,,,,,,,,
470,third,JJ ,100+,,,,,,,,,,,,,,,
471,under,RB ,100+,,,,,,,,,,,,,,,
472,influence,NN ,100+,,,,,,,,,,,,,,,
473,moment,NN ,100+,,,,,,,,,,,,,,,
474,notice,NN ,100+,,,,,,,,,,,,,,,
475,object,NN ,100+,,,,,,,,,,,,,,,
476,once,RB ,100+,,,,,,,,,,,,,,,
477,rock,NN ,100+,,,,,,,,,,,,,,,
478,summer,NN ,100+,,,,,,,,,,,,,,,
479,town,NN ,100+,,,,,,,,,,,,,,,
480,white,JJ ,100+,,,,,,,,,,,,,,,
481,afraid,JJ ,100+,,,,,,,,,,,,,,,
482,body,NN ,100+,,,,,,,,,,,,,,,
483,brain,NN ,100+,,,,,,,,,,,,,,,
484,carry,VV ,100+,,,,,,,,,,,,,,,
485,control,NN ,100+,,,,,,,,,,,,,,,
486,else,RB ,100+,,,,,,,,,,,,,,,
487,foreign,JJ ,100+,,,,,,,,,,,,,,,
488,least,JJS ,100+,,,,,,,,,,,,,,,
489,popular,JJ ,100+,,,,,,,,,,,,,,,
490,product,NN ,100+,,,,,,,,,,,,,,,
491,research,NN ,100+,,,,,,,,,,,,,,,
492,role,NN ,100+,,,,,,,,,,,,,,,
493,shopping,NN ,100+,,,,,,,,,,,,,,,
494,speaker,NN ,100+,,,,,,,,,,,,,,,
495,sport,NN ,100+,,,,,,,,,,,,,,,
496,survey,NN ,100+,,,,,,,,,,,,,,,
497,clear,JJ ,100+,,,,,,,,,,,,,,,
498,dictionary,NN ,100+,,,,,,,,,,,,,,,
499,monkey,NN ,100+,,,,,,,,,,,,,,,
500,share,NN ,100+,,,,,,,,,,,,,,,
501,wife,NN ,100+,,,,,,,,,,,,,,,
502,along,RB ,100+,,,,,,,,,,,,,,,
503,behind,RB ,100+,,,,,,,,,,,,,,,
504,business,NN ,100+,,,,,,,,,,,,,,,
505,chair,NN ,100+,,,,,,,,,,,,,,,
506,check,NN ,100+,,,,,,,,,,,,,,,
507,clock,NN ,100+,,,,,,,,,,,,,,,
508,cold,JJ ,100+,,,,,,,,,,,,,,,
509,concern,NN ,100+,,,,,,,,,,,,,,,
510,evening,NN ,100+,,,,,,,,,,,,,,,
511,form,NN ,100+,,,,,,,,,,,,,,,
512,interesting,JJ ,100+,,,,,,,,,,,,,,,
513,local,JJ ,100+,,,,,,,,,,,,,,,
514,mark,NN ,100+,,,,,,,,,,,,,,,
515,market,NN ,100+,,,,,,,,,,,,,,,
516,nice,JJ ,100+,,,,,,,,,,,,,,,
517,opinion,NN ,100+,,,,,,,,,,,,,,,
518,prefer,VVP ,100+,,,,,,,,,,,,,,,
519,present,JJ ,100+,,,,,,,,,,,,,,,
